accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_044662146.1	Zorya	Zorya_TypeI	Sphingobium sp. YBL2,Sphingobium sp. RSMS	GCF_005406185_NZ_CP053222_Zorya_TypeI_5,GCF_000943805_NZ_CP010954_Zorya_TypeI_4	GCF_000943805.1_NZ_CP010954_03599,GCF_005406185.2_NZ_CP053222_00941	GCF_000943805.1_NZ_CP010954_03602,GCF_005406185.2_NZ_CP053222_00944	2	201	A0A0C5XLA2	A0A6P2MMB1	A0A6D1SV88	Q8NB90	0.00002228	1	0.108	452	378	0.0	347	771	571	1022	0.0005346	40	reviewed	AFG2A_HUMAN	ATPase family gene 2 protein homolog A (EC 3.6.4.10) (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5)	AFG2A SPAF SPATA5	Homo sapiens (Human)			AFG2A	SPAF SPATA5	UP000005640: Chromosome 4	brain development [GO:0007420]; cell differentiation [GO:0030154]; ribosomal large subunit biogenesis [GO:0042273]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; spindle [GO:0005819]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; spindle [GO:0005819]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; preribosome binding [GO:1990275]; brain development [GO:0007420]; cell differentiation [GO:0030154]; ribosomal large subunit biogenesis [GO:0042273]; spermatogenesis [GO:0007283]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; preribosome binding [GO:1990275]	GO:0005524; GO:0005737; GO:0005819; GO:0005829; GO:0007283; GO:0007420; GO:0016887; GO:0030154; GO:0042273; GO:1990275	"cd19503; RecA-like_CDC48_NLV2_r1-like; 1.;""cd19511; RecA-like_CDC48_r2-like; 1."";"	"3.40.50.300:FF:000567; ATPase, AAA family protein; 1.;""1.10.8.60:FF:000068; spermatogenesis-associated protein 5 isoform X1; 1."";""1.10.8.60:FF:000069; spermatogenesis-associated protein 5 isoform X1; 1."";""2.40.40.20:FF:000015; spermatogenesis-associated protein 5 isoform X2; 1."";""3.40.50.300:FF:000012; Transitional endoplasmic reticulum ATPase; 1."";"	"1.10.8.60; -; 2.;""2.40.40.20; -; 1."";""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";"	"IPR003593; AAA+_ATPase.;""IPR050168; AAA_ATPase_domain."";""IPR041569; AAA_lid_3."";""IPR009010; Asp_de-COase-like_dom_sf."";""IPR003959; ATPase_AAA_core."";""IPR003960; ATPase_AAA_CS."";""IPR027417; P-loop_NTPase."";"	"PTHR23077; AAA-FAMILY ATPASE; 1.;""PTHR23077:SF27; ATPASE FAMILY GENE 2 PROTEIN HOMOLOG A; 1."";"	"PF00004; AAA; 2.;""PF17862; AAA_lid_3; 2."";"	PS00674; AAA; 2.;	SM00382; AAA; 2.;	"NP_001304728.1; NM_001317799.1.;""NP_660208.2; NM_145207.3. [Q8NB90-1]"";""XP_011529981.1; XM_011531679.4. [Q8NB90-2]"";""XP_054205056.1; XM_054349081.1. [Q8NB90-2]"";"	347.0..771.0	425	893							571.0..1022.0	452	1073	590..773	100.0	40.71	42.12	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	1.201567749	425.0	0.475923852	0.20156774916013442	3.2719710455794813	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0C5XLA2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8NB90_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0C5XLA2_Q8NB90_aligned.pse	20.533937	1711
WP_005598133.1	Zorya	Zorya_TypeII	Actinobacillus pleuropneumoniae	GCF_021957085_NZ_CP031865_Zorya_TypeII_1,GCF_021957045_NZ_CP031863_Zorya_TypeII_1	GCF_021957045.1_NZ_CP031863_01300,GCF_021957085.1_NZ_CP031865_01298	GCF_021957045.1_NZ_CP031863_01302,GCF_021957085.1_NZ_CP031865_01300	2	201	B4XH94	A0A1T4LJB9	W7QDG2	A0A1S6NYQ0	0.5051	1	0.126	431	310	0.0	170	600	10	365	0.06576	19	unreviewed	A0A1S6NYQ0_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				170.0..600.0	431	603	134..419	87.41	58.0	71.48	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	10.0..365.0	356	552	49..124	100.0	21.35	64.49	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	0.915422886	356.0	0.644927536	0.08457711442786064	1.182038195468006	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4XH94_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1S6NYQ0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/B4XH94_A0A1S6NYQ0_aligned.pse	79.320374	2453
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	A0A4D6FPL2	0.5051	1	0.112	453	367	0.0	150	602	22	435	0.353	15	unreviewed	A0A4D6FPL2_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				150.0..602.0	453	603	134..419	94.41	59.6	75.12	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	22.0..435.0	414	701							1.16252073	414.0	0.686567164	0.16252072968490872	0.45222529461217736	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A4D6FPL2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_A0A4D6FPL2_aligned.pse	65.77739	2987
WP_089067950.1	Zorya	Zorya_TypeII	Shewanella bicestrii	GCF_002216875_NZ_CP022358_Zorya_TypeII_2	GCF_002216875.1_NZ_CP022358_02309	GCF_002216875.1_NZ_CP022358_02314	1	202	A0A220UNN1	A0A1T4LJB9	W7QDG2	W8D9F9	0.5051	1	0.127	274	236	0.0	331	601	18	291	0.2271	22	unreviewed	W8D9F9_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..601.0	271	603	422..602	99.45	66.42	44.94	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	18.0..291.0	274	583							0.966832504	271.0	0.46483705	0.03316749585406298	0.6437828657802648	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A220UNN1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/W8D9F9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A220UNN1_W8D9F9_aligned.pse	74.448738	2714
WP_013032087.1	Zorya	Zorya_TypeII	Nitrosococcus halophilus	GCF_000024725_NC_013960_Zorya_TypeII_2	GCF_000024725.1_NC_013960_01011	GCF_000024725.1_NC_013960_01013	1	202	D5BYY2	A0A1T4LJB9	W7QDG2	A6ZF93	0.5051	1	0.145	244	177	0.0	356	599	12	219	0.1772	23	unreviewed	A6ZF93_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				356.0..599.0	244	603	134..419	22.38	26.23	40.46	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	12.0..219.0	208	606							1.004975124	208.0	0.344941957	0.004975124378109541	0.751536282448968	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5BYY2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A6ZF93_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5BYY2_A6ZF93_aligned.pse	67.372162	2700
WP_080842229.1	Zorya	Zorya_TypeI	Rhizobium sp. X9,Agrobacterium tumefaciens	GCF_018873185_NZ_CP071311_Zorya_TypeI_1,GCF_005221385_NZ_CP039903_Zorya_TypeI_1	GCF_005221385.1_NZ_CP039903_00486,GCF_018873185.1_NZ_CP071311_00524	GCF_005221385.1_NZ_CP039903_00489,GCF_018873185.1_NZ_CP071311_00527	2	201	A0A1S7Q0T7	A0A2D9ZZN8	B3RZ88	Q9BXC1	0.03944	2	0.1	266	218	0.0	63	328	9	251	0.1098	22	reviewed	GP174_HUMAN	Probable G-protein coupled receptor 174	GPR174 FKSG79 GPCR17	Homo sapiens (Human)		FKSG79 GPCR17	GPR174		UP000005640: Chromosome X	G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of interleukin-2 production [GO:0032703]; T cell homeostasis [GO:0043029]	centriolar satellite [GO:0034451]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]	centriolar satellite [GO:0034451]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; bioactive lipid receptor activity [GO:0045125]; G protein-coupled receptor activity [GO:0004930]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of interleukin-2 production [GO:0032703]; T cell homeostasis [GO:0043029]	bioactive lipid receptor activity [GO:0045125]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886; GO:0007186; GO:0032703; GO:0034451; GO:0043029; GO:0043231; GO:0045125	cd15152; 7tmA_GPR174-like; 1.;	1.20.1070.10:FF:000167; probable G-protein coupled receptor 174; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";""IPR047836; GPR174_7tmA."";"	"PTHR24232; G-PROTEIN COUPLED RECEPTOR; 1.;""PTHR24232:SF86; G-PROTEIN COUPLED RECEPTOR 174-RELATED; 1."";"	PF00001; 7tm_1; 1.;	PS50262; G_PROTEIN_RECEP_F1_2; 1.;		"NP_115942.1; NM_032553.3.;""XP_047298535.1; XM_047442579.1."";""XP_047298536.1; XM_047442580.1."";"	63.0..328.0	266	333							9.0..251.0	243	676							2.03003003	243.0	0.72972973	1.03003003003003	0.9593976598859268	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1S7Q0T7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9BXC1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A1S7Q0T7_Q9BXC1_aligned.pse	68.703407	1614
WP_039328514.1	Zorya	Zorya_TypeI	Pantoea vagans	GCF_001506165_NZ_CP011427_Zorya_TypeI_3	GCF_001506165.1_NZ_CP011427_00367	GCF_001506165.1_NZ_CP011427_00370	1	202	A0A0U3JUV3	A0A7S4UXI5	A0A1M7BMC5	Q69YM2	0.01313	1	0.125	486	308	0.0	3	355	591	1076	9.303e-11	273	unreviewed	Q69YM2_HUMAN	RNA helicase (EC 3.6.4.13)	DKFZp762C1313	Homo sapiens (Human)			DKFZp762C1313					ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524	cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000318; ATP-dependent RNA helicase DDX19B; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"		3.0..355.0	353	360	187..355	100.0	47.88	98.06	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	591.0..1076.0	486	1083	596..779	100.0	37.86	44.88	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	3.008333333	353.0	0.980555556	2.0083333333333333	10.03137697904301	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0U3JUV3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q69YM2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0U3JUV3_Q69YM2_aligned.pse	3.625603	1403
WP_181237248.1	Zorya	Zorya_TypeI	Escherichia marmotae	GCF_013636045_NZ_CP058207_Zorya_TypeI_2	GCF_013636045.1_NZ_CP058207_00992	GCF_013636045.1_NZ_CP058207_00995	1	202	A0A7L5X2N1	D9SF39	A0A6P3Z2A8	A0A7P0T8V1	0.7267	3	0.092	360	307	0.0	57	416	5	343	0.7857	10	unreviewed	A0A7P0T8V1_HUMAN	VPS53 subunit of GARP complex	VPS53	Homo sapiens (Human)			VPS53		UP000005640: Chromosome 17	retrograde transport, endosome to Golgi [GO:0042147]	cytosol [GO:0005829]; GARP complex [GO:0000938]	cytosol [GO:0005829]; GARP complex [GO:0000938]; retrograde transport, endosome to Golgi [GO:0042147]		GO:0000938; GO:0005829; GO:0042147				"IPR039766; Vps53.;""IPR007234; Vps53_N."";"	"PTHR12820:SF0; VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 53 HOMOLOG; 1.;""PTHR12820; VACUOLAR SORTING PROTEIN 53; 1."";"	PF04100; Vps53_N; 1.;				57.0..416.0	360	464	1..293	80.89	65.83	77.59	['Vps53 N-terminal']	['ECO:0000259|Pfam:PF04100']	5.0..343.0	339	595	37..431	77.72	90.56	56.97	['Zorya protein ZorC EH']	['ECO:0000259|Pfam:PF15611']	1.282327586	339.0	0.730603448	0.2823275862068966	0.10474324685510542	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7L5X2N1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7P0T8V1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7L5X2N1_A0A7P0T8V1_aligned.pse	22.279964	1733
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	H9T3K9	0.5051	1	0.14	268	225	0.0	331	598	11	273	0.4616	15	unreviewed	H9T3K9_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	134..419	31.12	33.21	44.44	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.33573419985232494	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/H9T3K9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_H9T3K9_aligned.pse	65.095901	2718
WP_005598133.1	Zorya	Zorya_TypeII	Actinobacillus pleuropneumoniae	GCF_021957085_NZ_CP031865_Zorya_TypeII_1,GCF_021957045_NZ_CP031863_Zorya_TypeII_1	GCF_021957045.1_NZ_CP031863_01300,GCF_021957085.1_NZ_CP031865_01298	GCF_021957045.1_NZ_CP031863_01302,GCF_021957085.1_NZ_CP031865_01300	2	201	B4XH94	A0A1T4LJB9	W7QDG2	A0A0E3DJI4	0.5051	1	0.13	431	309	0.0	170	600	10	365	0.1372	16	unreviewed	A0A0E3DJI4_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				170.0..600.0	431	603	134..419	87.41	58.0	71.48	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	10.0..365.0	356	552	49..124	100.0	21.35	64.49	['MotA/TolQ/ExbB proton channel']	['ECO:0000259|Pfam:PF01618']	0.915422886	356.0	0.644927536	0.08457711442786064	0.862645888629267	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4XH94_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0E3DJI4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/B4XH94_A0A0E3DJI4_aligned.pse	78.785278	2467
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	G9LED4	0.5051	1	0.131	280	234	0.0	331	600	17	296	0.153	26	unreviewed	G9LED4_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	134..419	31.12	32.96	44.78	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.8153085691824011	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/G9LED4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_G9LED4_aligned.pse	67.172798	2504
