accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_100025189.1	Zorya	Zorya_TypeI	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeI_1	GCF_002763625.1_NZ_CP024699_01796	GCF_002763625.1_NZ_CP024699_01799	1	202	A0A2D3NWX4	A0A101WRB2	A0A6P7WFC8	B3KWY1	0.00001522	1	0.13	425	278	0.0	246	566	504	928	1.764e-7	114	unreviewed	B3KWY1_HUMAN	cDNA FLJ44196 fis, clone THYMU3000133, highly similar to Homo sapiens likley ortholog of mouse schlafen 10, mRNA		Homo sapiens (Human)												3.40.50.300:FF:001322; Schlafen family member 11; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR027417; P-loop_NTPase.;""IPR029684; Schlafen."";""IPR018647; SLFN_3-like_DNA/RNA_helicase."";""IPR048729; SLFN_GTPase-like."";"	"PTHR12155; SCHLAFEN; 1.;""PTHR12155:SF43; SCHLAFEN FAMILY MEMBER 13; 1."";"	"PF09848; SLFN-g3_helicase; 1.;""PF21026; SLFN_GTPase-like; 1."";"				246.0..566.0	321	566	264..381	100.0	36.76	56.71	['Schlafen group 3-like DNA/RNA helicase']	['ECO:0000259|Pfam:PF09848']	504.0..928.0	425	1162	806..969	75.0	28.94	36.57	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.053003534	321.0	0.567137809	1.0530035335689045	6.753501419204198	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NWX4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B3KWY1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NWX4_B3KWY1_aligned.pse	10.641948	902
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	Q4F4F8	0.5051	1	0.131	280	234	0.0	331	600	17	296	0.1004	29	unreviewed	Q4F4F8_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	134..419	31.12	32.96	44.78	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.9982662871909993	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q4F4F8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_Q4F4F8_aligned.pse	67.237015	2500
WP_095847164.1	Zorya	Zorya_TypeI	Gibbsiella quercinecans	GCF_002291425_NZ_CP014136_Zorya_TypeI_3	GCF_002291425.1_NZ_CP014136_03093	GCF_002291425.1_NZ_CP014136_03096	1	202	A0A250B2W3	A0A2D9ZZN8	B3RZ88	A0A0K0PW46	0.03944	1	0.111	318	278	0.0	7	320	32	349	1.042	10	unreviewed	A0A0K0PW46_HUMAN	G-protein coupled receptor	GPR42	Homo sapiens (Human)			GPR42				plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886	cd15170; 7tmA_FFAR2_FFAR3; 1.;	1.20.1070.10:FF:000173; Free fatty acid receptor 1; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";""IPR013312; GPR40-rel_orph."";"	"PTHR45822; FREE FATTY ACID RECEPTOR 2-RELATED; 1.;""PTHR45822:SF6; FREE FATTY ACID RECEPTOR 3-RELATED; 1."";"	PF00001; 7tm_1; 1.;	"PS00237; G_PROTEIN_RECEP_F1_1; 1.;""PS50262; G_PROTEIN_RECEP_F1_2; 1."";"			7.0..320.0	314	346	31..276	100.0	78.34	90.75	['G-protein coupled receptors family 1 profile']	['ECO:0000259|PROSITE:PS50262']	32.0..349.0	318	678							1.959537572	314.0	0.907514451	0.9595375722543353	-0.017867718963505683	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A250B2W3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0K0PW46_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A250B2W3_A0A0K0PW46_aligned.pse	64.605446	1711
WP_149129218.1	Zorya	Zorya_TypeI	Bosea sp. F3-2	GCF_008253865_NZ_CP042331_Zorya_TypeI_3	GCF_008253865.1_NZ_CP042331_00910	GCF_008253865.1_NZ_CP042331_00912	1	202	A0A5C1AV28	A0A355UP19	A0A1B0A549	A0A384N652	1.418e-10	1	0.137	508	336	0.0	1	390	474	981	1.532e-11	233	unreviewed	A0A384N652_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)								ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0016887	"cd17960; DEADc_DDX55; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000877; RNA helicase; 1.;""3.40.50.300:FF:001022; RNA helicase; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";""IPR025313; SPB4-like_CTE."";"	PTHR24031; RNA HELICASE; 1.;	"PF13959; CTE_SPB4; 1.;""PF00270; DEAD; 1."";""PF00271; Helicase_C; 1."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM01178; DUF4217; 1."";""SM00490; HELICc; 1."";"		1.0..390.0	390	600	9..37	100.0	7.44	65.0	['DEAD-box RNA helicase Q']	['ECO:0000259|PROSITE:PS51195']	474.0..981.0	508	999	510..696	100.0	36.81	50.85	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	1.665	390.0	0.65	0.665	10.814741234703414	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5C1AV28_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A384N652_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5C1AV28_A0A384N652_aligned.pse	2.834106	1517
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	X5CM76	0.5051	1	0.156	253	197	0.0	346	598	35	268	0.5334	15	unreviewed	X5CM76_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..598.0	253	603	422..602	97.79	69.96	41.96	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	35.0..268.0	234	643							1.066334992	234.0	0.388059701	0.06633499170812596	0.2729469886461427	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/X5CM76_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_X5CM76_aligned.pse	84.289505	2907
WP_095686836.1	Zorya	Zorya_TypeI	Sphingobium xenophagum	GCF_002288285_NZ_CP022745_Zorya_TypeI_1	GCF_002288285.1_NZ_CP022745_01032	GCF_002288285.1_NZ_CP022745_01035	1	202	A0A249MRS5	A0A2D9ZZN8	B3RZ88	B3KX68	0.03944	1	0.12	308	241	0.0	6	313	1	275	0.2662	15	unreviewed	B3KX68_HUMAN	Uracil nucleotide/cysteinyl leukotriene receptor (G-protein coupled receptor 17)		Homo sapiens (Human)							membrane [GO:0016020]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]	G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016020	cd15161; 7tmA_GPR17; 1.;	1.20.1070.10:FF:000152; uracil nucleotide/cysteinyl leukotriene receptor; 1.;	1.20.1070.10; Rhodopsin 7-helix transmembrane proteins; 1.;	"IPR000276; GPCR_Rhodpsn.;""IPR017452; GPCR_Rhodpsn_7TM."";"	"PTHR24232; G-PROTEIN COUPLED RECEPTOR; 1.;""PTHR24232:SF44; URACIL NUCLEOTIDE_CYSTEINYL LEUKOTRIENE RECEPTOR; 1."";"	PF00001; 7tm_1; 1.;	"PS00237; G_PROTEIN_RECEP_F1_1; 1.;""PS50262; G_PROTEIN_RECEP_F1_2; 1."";"			6.0..313.0	308	339	48..297	100.0	81.17	90.86	['G-protein coupled receptors family 1 profile']	['ECO:0000259|PROSITE:PS50262']	1.0..275.0	275	670							1.97640118	275.0	0.81120944	0.9764011799410028	0.5747919488613437	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A249MRS5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B3KX68_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A249MRS5_B3KX68_aligned.pse	58.324856	1479
WP_193003859.1	Zorya	Zorya_TypeII	Aeromonas simiae	GCF_014892695_NZ_CP040449_Zorya_TypeII_4	GCF_014892695.1_NZ_CP040449_01301	GCF_014892695.1_NZ_CP040449_01304	1	202	A0A5J6WTB4	A0A1T4LJB9	W7QDG2	A0A0R6NA86	0.5051	1	0.119	280	237	0.0	331	600	17	296	0.1148	26	unreviewed	A0A0R6NA86_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..600.0	270	603	422..602	98.9	66.3	44.78	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	17.0..296.0	280	581							0.963515755	270.0	0.464716007	0.036484245439469265	0.9400581119380452	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5J6WTB4_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0R6NA86_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5J6WTB4_A0A0R6NA86_aligned.pse	67.233894	2480
WP_013067028.1	Zorya	Zorya_TypeI	Rhodobacter capsulatus	GCF_000021865_NC_014034_Zorya_TypeI_2	GCF_000021865.1_NC_014034_01307	GCF_000021865.1_NC_014034_01310	1	202	D5ASF8	A0A101WRB2	A0A422PF95	B4DS24	2.707e-7	1	0.133	483	304	0.0	95	446	508	990	1.274e-10	228	unreviewed	B4DS24_HUMAN	RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)								ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524	cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000318; ATP-dependent RNA helicase DDX19B; 1.;	"6.10.250.2170; -; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";"	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	NP_001307451.1; NM_001320522.1.;	95.0..446.0	352	447	274..442	100.0	48.01	78.75	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	508.0..990.0	483	1030	505..698	98.45	39.54	46.89	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	2.304250559	352.0	0.787472036	1.3042505592841165	9.894830572000666	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/D5ASF8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B4DS24_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/D5ASF8_B4DS24_aligned.pse	2.813389	1309
WP_100024372.1	Zorya	Zorya_TypeII	Fusobacterium pseudoperiodonticum	GCF_002763625_NZ_CP024699_Zorya_TypeII_2	GCF_002763625.1_NZ_CP024699_00499	GCF_002763625.1_NZ_CP024699_00501	1	202	A0A2D3NTI1	A0A1T4LJB9	W7QDG2	B2XEY8	0.5051	1	0.099	414	323	0.0	243	602	22	435	0.3088	18	unreviewed	B2XEY8_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				243.0..602.0	360	603	134..419	61.89	49.17	59.7	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	22.0..435.0	414	701							1.16252073	360.0	0.597014925	0.16252072968490872	0.5103227083363014	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3NTI1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B2XEY8_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3NTI1_B2XEY8_aligned.pse	65.714958	2995
WP_100026124.1	Zorya	Zorya_TypeI	Fusobacterium pseudoperiodonticum	GCF_002763875_NZ_CP024704_Zorya_TypeI_1	GCF_002763875.1_NZ_CP024704_00838	GCF_002763875.1_NZ_CP024704_00841	1	202	A0A2D3PQH6	A0A101WRB2	A0A812ZKZ2	O75435	3.128e-11	1	0.222	205	148	0.0	1	191	486	690	6.115e-12	321	unreviewed	O75435_HUMAN	Chromodomain-helicase-DNA-binding protein		Homo sapiens (Human)						chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	GO:0003677; GO:0003678; GO:0005524; GO:0006281; GO:0006338; GO:0016787			3.40.50.10810; Tandem AAA-ATPase domain; 1.;	"IPR031053; ALC1.;""IPR002464; DNA/RNA_helicase_DEAH_CS."";""IPR014001; Helicase_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR000330; SNF2_N."";"	"PTHR47157; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1.;""PTHR47157:SF1; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1."";"	PF00176; SNF2-rel_dom; 1.;	"PS00690; DEAH_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";"	SM00487; DEXDc; 1.;		1.0..191.0	191	220	20..185	100.0	86.91	86.82	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	486.0..690.0	205	1162	518..684	100.0	81.46	17.64	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	5.281818182	191.0	0.868181818	4.281818181818182	11.213603538627694	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2D3PQH6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/O75435_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2D3PQH6_O75435_aligned.pse	1.903043	926
WP_013788536.1	Zorya	Zorya_TypeI	Thermoanaerobacterium xylanolyticum	GCF_000189775_NC_015555_Zorya_TypeI_2	GCF_000189775.2_NC_015555_01840	GCF_000189775.2_NC_015555_01843	1	202	F6BIK3	A0A355UP19	A0A4P9WJ89	Q9NY93	3.781e-9	1	0.137	467	349	0.0	29	433	459	925	1.704e-10	213	reviewed	DDX56_HUMAN	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	DDX56 DDX21 NOH61	Homo sapiens (Human)			DDX56	DDX21 NOH61	UP000005640: Chromosome 7	defense response to virus [GO:0051607]; modulation by host of viral RNA genome replication [GO:0044830]; negative regulation of type I interferon production [GO:0032480]; positive regulation of neuron projection development [GO:0010976]; rRNA processing [GO:0006364]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein sequestering activity [GO:0140311]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]; defense response to virus [GO:0051607]; modulation by host of viral RNA genome replication [GO:0044830]; negative regulation of type I interferon production [GO:0032480]; positive regulation of neuron projection development [GO:0010976]; rRNA processing [GO:0006364]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein sequestering activity [GO:0140311]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005730; GO:0005829; GO:0006364; GO:0010976; GO:0016020; GO:0016887; GO:0032480; GO:0035613; GO:0044830; GO:0051607; GO:0140311	"cd17961; DEADc_DDX56; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000939; Probable ATP-dependent RNA helicase DDX56; 1.;""3.40.50.300:FF:001046; Probable ATP-dependent RNA helicase ddx56; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR050079; DEAD_box_RNA_helicase."";""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	"PTHR47959; ATP-DEPENDENT RNA HELICASE RHLE-RELATED; 1.;""PTHR47959:SF21; DEAD-BOX HELICASE 56; 1."";"	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	"NP_001244118.1; NM_001257189.2. [Q9NY93-2];""NP_061955.1; NM_019082.4. [Q9NY93-1]"";"	29.0..433.0	405	547	230..424	100.0	48.15	74.04	['Helicase C-terminal']	['ECO:0000255|PROSITE-ProRule:PRU00542']	459.0..925.0	467	930	757..917	100.0	34.48	50.22	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.700182815	405.0	0.740402194	0.70018281535649	9.768530409569319	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/F6BIK3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9NY93_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/F6BIK3_Q9NY93_aligned.pse	4.231527	1412
WP_197743802.1	Zorya	Zorya_TypeII	Candidatus Nitrosacidococcus tergens	GCF_902810445_NZ_LR778175_Zorya_TypeII_1	GCF_902810445.1_NZ_LR778175_01043	GCF_902810445.1_NZ_LR778175_01045	1	202	A0A7G1QA30	A0A1T4LJB9	W7QDG2	Q2HJQ6	0.5051	1	0.14	268	225	0.0	331	598	11	273	0.2579	18	unreviewed	Q2HJQ6_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				331.0..598.0	268	603	422..602	97.79	66.04	44.44	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	11.0..273.0	263	702							1.164179104	263.0	0.43615257	0.16417910447761197	0.5885486578620623	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7G1QA30_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q2HJQ6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7G1QA30_Q2HJQ6_aligned.pse	53.532951	2679
