defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A0A4P8XGJ0	Q9UNY4	0.8792	2.402e-35	1.43	0.3879	0.4874	62.09	73.83	TTF2
A0A250IWT1	B4DDM6	0.8792	4.871e-16	1.67	0.7816	0.2699	94.89	53.22	
A0A7I7SNA8	Q16673	0.8791	1.225e-17	0.59	0.4933	0.187	51.91	86.49	PMS7
A0A517ZL33	P53778	0.8791	4.426e-16	2.05	0.6427	0.4165	88.03	74.1	MAPK12
A0A518G7R2	A8K967	0.879	2.028e-22	2.97	0.5308	0.7681	88.25	93.7	
A0A345Z4V0	A0A0C4DG02	0.879	1.81e-10	0.82	0.3421	0.5593	81.89	91.59	DNMT3A
A0A250IWT1	A0A2R8YFW3	0.879	1.193e-19	1.35	0.5327	0.3761	84.62	53.22	TBL1X
A0A517MUB1	Q8NFM4	0.879	5.017e-13	1.25	0.1932	0.666	79.01	83.7	ADCY4
A0A517ZL33	A1L4K2	0.879	4.426e-16	1.73	0.5589	0.4162	80.78	74.1	MAPK8
B6XE79	Q9NTZ6	0.879	2.077e-47	0.88	0.1881	0.2395	64.09	86.11	RBM12
A0A517ZL33	B2RC06	0.879	1.814e-16	1.88	0.6701	0.4071	78.31	74.1	
A0A6N1ASN4	A0A6Q8PH99	0.879	6.439e-28	1.92	0.4319	0.3354	74.41	86.79	DICER1
A0A1D7QX01	Q6ZSZ4	0.879	8.327e-40	1.54	0.3702	0.4878	65.81	74.39	
A0A0K1P5Q4	Q9UMN4	0.8789	7.032e-13	2.06	0.3902	0.7673	81.52	91.06	CFTR
A0A250IWT1	Q9Y2I8	0.8789	5.559e-19	1.24	0.5833	0.3859	78.43	53.22	WDR37
A0A7T4IRB5	F8VZ51	0.8787	3.342e-11	1.26	0.5975	0.2628	89.11	89.53	CDK4
A0A1D7QX01	F2Z2R5	0.8787	8.327e-40	1.5	0.3665	0.4822	64.77	74.39	CHD5
A0A250IWT1	A0A0A0MRH0	0.8787	8.492e-21	1.53	0.6182	0.3717	82.88	53.22	NLE1
A0A1M5FJF6	Q53ET4	0.8786	3.245e-16	2.96	0.5923	0.7753	92.95	94.89	
A0A0B7GR96	A0A2R8Y7E1	0.8786	1.007e-9	1.53	0.7417	0.5286	89.84	88.31	PNPLA6
A0A517ZL33	B5BUJ7	0.8786	4.426e-16	1.72	0.5616	0.4156	79.71	74.1	MAPK9
A0A250IWT1	Q86W42	0.8786	5.721e-19	1.92	0.7368	0.3451	93.63	53.22	THOC6
A0A250IWT1	H3BRD4	0.8786	3.844e-14	1.34	0.822	0.2494	90.42	53.22	ZNF106
A0A822VZF9	B1APG3	0.8786	2.016e-10	1.18	0.7328	0.305	92.9	80.58	PRKACB
A0A822VZF9	Q86UX6	0.8785	4.706e-19	1.8	0.4706	0.3514	78.62	80.58	STK32C
A0A517ZL33	A0A1P0B7D2	0.8785	4.426e-16	1.77	0.5604	0.4125	81.81	74.1	MAPK10
A0A518G7R2	Q99259	0.8785	2.028e-22	2.99	0.5311	0.7687	88.69	93.7	GAD1
A0A3R0VII7	Q96TA2	0.8784	4.32e-18	2.12	0.3031	0.737	71.07	88.59	YME1L1
B1WUU2	K7EJM5	0.8784	0.0	2.02	0.3318	0.3085	78.68	93.27	TARDBP
L0L0B2	H3BQW6	0.8783	5.341e-10	1.28	0.6586	0.4654	79.57	96.22	NAE1
A0A2K8UA51	K7EJE8	0.8783	1.301e-24	1.65	0.2368	0.3183	80.29	85.14	LONP1
A0A372FQI4	Q8TCS8	0.8783	1.149e-48	1.37	0.1968	0.2385	87.41	74.64	PNPT1
A0A250IWT1	Q9BQA1	0.8783	5.721e-19	1.92	0.7583	0.3564	91.03	53.22	WDR77
A0A2K8UA51	Q86WA8	0.8782	1.301e-24	1.6	0.2402	0.3309	77.4	85.14	LONP2
R9RJ65	Q9H1R3	0.8781	2.135e-17	1.29	0.4164	0.3759	67.23	80.14	MYLK2
A0A517ZL33	A0A7P0T8T9	0.8781	1.022e-14	1.62	0.5813	0.4412	78.22	74.1	AKT3
A0A518DYC1	A8K7G2	0.8781	7.192e-16	1.66	0.4112	0.4715	72.19	85.88	
A0A250IWT1	C9JJ54	0.8781	3.844e-14	1.33	0.8291	0.2521	88.81	53.22	WDFY1
A0A822VZF9	A0A804HHY0	0.878	2.135e-17	1.18	0.3075	0.3062	75.43	80.58	PRKCG
A0A518G7R2	Q8IVA8	0.878	2.028e-22	2.99	0.5309	0.7683	88.04	93.7	GAD1
A0A562WD58	B4DL81	0.8779	1.469e-14	2.32	0.537	0.5923	83.3	91.26	
A0A250IWT1	A0A024R0H7	0.8779	5.721e-19	1.92	0.7595	0.3571	90.48	53.22	
A0A517ZL33	A0A286YFJ6	0.8779	4.426e-16	1.78	0.5581	0.4106	81.55	74.1	MAPK10
D9SDG5	A2A376	0.8778	6.283e-12	1.29	0.4894	0.495	86.59	76.24	DDX58
A0A7Z2ZN36	Q08828	0.8778	2.408e-14	1.85	0.1731	0.6995	77.42	94.92	ADCY1
A0A822VZF9	Q9UQ07	0.8778	1.318e-13	1.36	0.5545	0.3609	76.19	80.58	MOK
A0A411PGA5	O43414	0.8778	1.577e-9	1.08	0.4969	0.8138	73.76	90.32	ERI3
A0A517ZL33	B7Z1Z1	0.8778	4.223e-14	1.58	0.5913	0.3227	86.88	74.1	
A0A2I5KM74	B2R928	0.8777	1.828e-19	1.57	0.3421	0.4284	71.63	80.99	
A0A822VZF9	A0A286YF83	0.8777	6.976e-13	1.66	0.6694	0.3222	85.79	80.58	MAPK10
A0A518G7R2	A0A0S2Z3V5	0.8777	2.028e-22	3.0	0.5309	0.7683	88.34	93.7	GAD1
A0A0J8XNY7	Q53XL8	0.8777	8.131e-14	2.03	0.5613	0.6368	77.23	83.54	PSMC1
A0A0K2E484	A0A1W2PPJ9	0.8776	1.539e-21	2.18	0.5863	0.3701	81.53	79.77	STRADA
E8V4E5	A0A2R8Y7N2	0.8776	1.603e-24	1.74	0.2974	0.446	64.44	90.87	SPG7
A0A517ZL33	A0A286YES9	0.8775	4.426e-16	1.79	0.5626	0.4189	80.65	74.1	MAPK10
A0A250IWT1	D6REE5	0.8775	7.632e-18	1.43	0.7749	0.3423	74.73	53.22	RACK1
R9RJ65	Q8TDR2	0.8775	1.371e-15	1.12	0.4488	0.3652	66.17	80.14	STK35
A0A517ZL33	A0A286YFJ4	0.8775	4.426e-16	1.78	0.5567	0.4124	81.01	74.1	MAPK10
S7TRZ0	C9JYS8	0.8775	1.3e-11	0.2	0.2676	0.3214	73.74	93.9	NONO
A0A0K2E484	A0A7I2V639	0.8775	5.93e-19	1.29	0.3677	0.3806	66.22	79.77	MARK3
R9RJ65	K7ER95	0.8775	1.828e-19	1.65	0.3623	0.4383	73.05	80.14	MAP4K1
A0A0J8VQR5	B7Z9U2	0.8774	4.285e-20	2.25	0.3307	0.6096	83.3	83.86	
A0A3R0VII7	Q5HY92	0.8774	1.011e-16	1.86	0.3131	0.7444	61.4	88.59	FIGN
A0A0K1P5Q4	Q9UMW6	0.8773	1.856e-10	1.79	0.4812	0.7384	87.9	91.06	TAP2-G
A0A518G7R2	P13196	0.8773	1.407e-14	2.44	0.4791	0.7489	79.27	93.7	ALAS1
R9RJ65	Q9Y4K4	0.8773	1.828e-19	1.67	0.3539	0.4421	73.7	80.14	MAP4K5
A0A250IWT1	Q9UM11	0.8773	9.758e-19	1.56	0.6182	0.4148	82.36	53.22	FZR1
E3FIT8	C9JJ18	0.8773	6.709e-11	1.32	0.8333	0.3034	86.53	76.92	PNCK
A0A517ZL33	Q59FA7	0.8773	1.74e-14	1.79	0.6772	0.4034	80.68	74.1	
A0A250IWT1	B4DGZ9	0.8773	1.706e-16	1.42	0.7179	0.2442	88.4	53.22	
A0A3G6K670	A0A2R8Y8B3	0.8772	8.327e-40	1.37	0.3378	0.3274	68.34	76.92	CHD4
A0A7I7SNA8	Q16544	0.8772	1.225e-17	0.6	0.4999	0.1875	49.14	86.49	PMS6
A0A1M5FJF6	B4DJ63	0.8772	3.245e-16	2.7	0.5784	0.5839	89.4	94.89	
A0A517ZL33	Q9BWU1	0.8771	1.123e-16	1.76	0.5293	0.4582	76.56	74.1	CDK19
A0A123SU34	A4D151	0.8771	1.318e-13	1.69	0.571	0.3655	84.47	80.85	LOC402468
A0A7T3E6V9	Q5TA58	0.8771	5.444e-13	2.24	0.4535	0.6762	91.52	87.69	AGO1
A0A0K1P5Q4	Q9UPU0	0.877	4.003e-19	2.7	0.4951	0.753	79.76	91.06	DKFZp547P193
A0A250IWT1	Q15542	0.877	1.356e-23	0.93	0.3767	0.3958	75.47	53.22	TAF5
A0A448L463	Q15157	0.8769	1.305e-15	1.65	0.5733	0.285	72.31	86.52	PMS4
A0A2D1TV21	J3QL17	0.8769	3.28e-14	1.72	0.5757	0.3585	80.01	82.75	DDX25
Q5HK71	Q59GD0	0.8769	3.197e-13	1.29	0.3486	0.3756	79.03	89.68	
A0A0Z8M843	P08631	0.8769	1.209e-16	1.82	0.4554	0.3647	83.1	80.86	HCK
A0A0K1P5Q4	Q6AI28	0.8769	2.629e-14	2.06	0.1976	0.8145	79.5	91.06	DKFZp781N1972
A0A1S7P244	F5H4D1	0.8769	5.017e-13	1.66	0.2403	0.6866	73.68	94.91	ADCY7
A0A5P3ATL0	Q14558	0.8769	2.645e-14	1.67	0.3297	0.4883	88.87	79.42	PRPSAP1
A0A2K8UA51	Q2VPA0	0.8769	1.301e-24	1.68	0.2321	0.3186	79.84	85.14	LONP1
E3FIT8	C9JB09	0.8768	6.709e-11	1.34	0.8352	0.3029	86.28	76.92	PNCK
A0A172XTS4	F5H116	0.8768	9.787e-18	2.19	0.755	0.162	82.01	87.71	PIWIL4
A0A4Y1WP74	B3KME0	0.8768	5.444e-13	2.28	0.4528	0.6847	92.98	87.22	
A0A517ZL33	A0A286YFI3	0.8768	4.426e-16	2.03	0.6124	0.4134	86.24	74.1	MAPK10
A0A2I5KM74	Q8IWB3	0.8767	7.837e-14	0.96	0.5544	0.2094	72.06	80.99	PCTK3
A0A250IWT1	D6RHH4	0.8767	1.985e-12	1.02	0.8601	0.2738	86.5	53.22	RACK1
B7KMS1	B4DRA0	0.8767	3.317e-15	0.91	0.199	0.4067	63.37	92.0	
A0A822VZF9	Q9Y6B5	0.8767	1.152e-15	1.29	0.4326	0.3551	70.9	80.58	
A0A123SU34	P09769	0.8767	1.209e-16	1.8	0.4533	0.3653	82.18	80.85	FGR
A0A822VZF9	B2RCU6	0.8767	1.152e-15	1.32	0.4306	0.3561	71.82	80.58	
A0A822VZF9	B3KVM3	0.8767	2.135e-17	1.19	0.4223	0.3686	62.08	80.58	
A0A1S7P244	B3KSJ0	0.8766	5.017e-13	1.67	0.2411	0.6866	73.6	94.91	
A0A517ZL33	A0A286YEN5	0.8766	4.426e-16	1.75	0.5459	0.4137	79.35	74.1	MAPK10
A0A250IWT1	Q8TC44	0.8766	1.524e-20	1.4	0.5927	0.3793	77.41	53.22	POC1B
Q5HK71	B2R841	0.8766	3.197e-13	1.74	0.4004	0.4729	83.6	89.68	
A0A517ZL33	F5GZ00	0.8766	2.791e-17	1.52	0.5784	0.3522	69.53	74.1	CAMKK2
A0A250IWT1	Q4G115	0.8765	1.524e-20	1.9	0.6754	0.3703	90.06	53.22	DNAI2
A0A2I5KM74	B7ZAU7	0.8765	5.704e-17	1.48	0.3473	0.3734	76.06	80.99	
A0A517ZL33	P19784	0.8764	1.436e-14	2.12	0.6532	0.4014	94.14	74.1	CSNK2A2
A0A517ZL33	E9PER6	0.8764	1.175e-17	1.78	0.4785	0.4335	78.64	74.1	PDPK1
A0A822VZF9	P05129	0.8764	3.489e-14	1.23	0.3426	0.3589	81.46	80.58	PRKCG
D1PF82	B7ZB02	0.8764	5.272e-11	0.57	0.3881	0.2338	96.66	80.31	
A0A250IWT1	Q05048	0.8764	2.049e-22	1.95	0.654	0.3833	90.43	53.22	CSTF1
A0A517ZL33	A0A286YFD7	0.8762	4.426e-16	1.83	0.5581	0.4144	80.97	74.1	MAPK10
A0A7Z2ZN36	O95622	0.8762	2.665e-13	1.56	0.153	0.6869	73.19	94.92	ADCY5
A0A123SU34	Q59H18	0.8762	3.456e-15	1.34	0.3099	0.3838	79.62	80.85	TNNI3K
A0A5Q2MJC7	A0PHL1	0.8761	3.201e-18	1.79	0.5975	0.2238	78.69	78.68	RASL11B
G4T261	A0A2R8YDW2	0.8761	4.25e-31	1.47	0.371	0.4465	62.53	74.69	CHD4
A0A5B9E1W6	A0A140VJQ4	0.8761	4.648e-10	2.21	0.6562	0.7376	93.45	95.11	
Q5HK71	P53350	0.8761	3.197e-13	1.78	0.4027	0.4754	84.03	89.68	PLK1
A0A3G9JPH8	B4DJX6	0.876	1.03e-16	2.19	0.7702	0.3931	67.73	87.29	
A0A0Z8M843	A8K4G3	0.876	1.209e-16	1.86	0.4644	0.3589	83.15	80.86	
A0A123SU34	P06241	0.8759	1.209e-16	1.78	0.4459	0.3646	80.84	80.85	FYN
A0A517ZL33	A0A5H1ZRP5	0.8759	5.358e-12	1.78	0.7891	0.3887	88.98	74.1	CDKL1
B0SQF3	B4DMT7	0.8759	8.237e-20	2.25	0.3285	0.7475	71.37	85.15	
A0A250IWT1	A0A6Q8PG63	0.8759	1.568e-16	1.23	0.6285	0.2951	83.19	53.22	PAFAH1B1
A0A517ZL33	Q9C0K7	0.8758	5.855e-19	2.0	0.6087	0.4438	74.3	74.1	STRADB
A0A822VZF9	F8W9W2	0.8758	5.436e-16	1.59	0.3734	0.3084	84.99	80.58	GRK6
A0A0Z8HCP9	A0A0S2Z3Y8	0.8758	1.209e-16	1.83	0.4602	0.358	82.63	80.32	LCK
A0A3G9IYS2	P83105	0.8757	1.149e-15	1.5	0.3492	0.3643	82.51	79.01	HTRA4
A0A250IWT1	O60907	0.8756	1.193e-19	1.35	0.4931	0.3818	82.27	53.22	TBL1X
A0A517ZL33	A0A1W2PNV7	0.8756	5.855e-19	1.98	0.5907	0.3519	80.49	74.1	STRADA
A0A517MUB1	Q86TZ7	0.8756	5.017e-13	1.28	0.1879	0.6636	75.97	83.7	
D8GSV2	B3KV52	0.8756	3.245e-16	2.93	0.603	0.6827	95.95	91.52	
A0A6I6CCJ7	Q9UBC3	0.8756	1.81e-10	0.54	0.2836	0.599	72.55	91.75	DNMT3B
A0A7T3E6V9	Q9UL18	0.8755	5.444e-13	2.22	0.416	0.6768	90.99	87.69	AGO1
A0A5B9E1W6	P04181	0.8755	4.648e-10	2.24	0.6561	0.7375	94.08	95.11	OAT
A0A4Y6RC84	O75435	0.8754	8.48e-13	1.33	0.8068	0.1543	74.69	80.52	
A0A1Z4VRC4	A0A2R8YFV8	0.8754	1.491e-12	1.44	0.7034	0.3017	78.59	78.89	SMARCA4
A0A3E3EC96	B4DKX3	0.8754	2.27e-33	1.85	0.349	0.5016	61.42	85.92	
A0A517ZL33	A8K342	0.8753	5.855e-19	1.97	0.6004	0.4377	73.34	74.1	
A0A822VZF9	Q9C098	0.8753	2.135e-17	1.2	0.3809	0.3721	63.03	80.58	DCLK3
A0A0H3JWT2	Q2TU65	0.8753	3.902e-16	1.78	0.3831	0.4102	74.2	89.51	
A0A822VZF9	O75914	0.8752	1.152e-15	1.38	0.4186	0.3552	72.43	80.58	PAK3
A0A2I5KM74	Q5TBH0	0.8752	3.233e-11	1.06	0.7609	0.2445	77.67	80.99	NEK6
A0A2K8K7Y7	E9PN50	0.8752	3.548e-19	1.21	0.2977	0.1331	77.4	83.99	PSMC3
A0A123SU34	A0A0S2Z355	0.8752	6.976e-13	1.83	0.7038	0.2984	87.79	80.85	CDK5
A0A1B1YDD2	Q2M2I3	0.8751	6.367e-10	1.04	0.2863	0.8449	69.56	96.05	FAM83E
A0A250IWT1	Q59F53	0.8751	1.193e-19	1.36	0.5256	0.3809	79.8	53.22	
A0A250IWT1	A0MNP0	0.8751	1.524e-20	1.42	0.5924	0.3794	76.02	53.22	WDR51B
E3FIT8	G9BXQ3	0.8751	1.466e-15	1.58	0.5105	0.3963	74.06	76.92	
A0A116MDM6	A0A7I2V3B9	0.8749	5.93e-19	1.45	0.3631	0.3636	67.97	80.78	MARK3
A0A250IWT1	Q13347	0.8749	3.854e-17	2.06	0.8185	0.3663	91.93	53.22	EIF3I
Q2SG57	Q14839	0.8748	1.235e-37	1.47	0.2583	0.4758	64.62	76.0	CHD4
A0A0K2E484	B7Z7X0	0.8747	5.704e-17	1.37	0.3185	0.3418	75.38	79.77	
A0A1E3MBE1	Q59FH0	0.8746	1.017e-10	2.16	0.7739	0.5461	91.44	89.27	
A0A0K1P5Q4	Q6ZMF8	0.8746	5.244e-13	2.47	0.4413	0.7741	90.17	91.06	
A0A221UZU7	A0A2R8YGD1	0.8745	2.152e-9	0.49	0.5364	0.3279	88.36	89.89	TPP1
A0A1I7K5J7	A0A2R8YD45	0.8745	2.152e-9	0.59	0.5168	0.3631	89.26	89.87	TPP1
A0A250IWT1	A0A7I2YQT9	0.8745	3.854e-17	1.82	0.8053	0.3085	86.36	53.22	EIF3I
A0A250IWT1	Q5XUX1	0.8744	9.635e-20	1.71	0.6098	0.378	84.95	53.22	FBXW9
A0A250IWT1	B4DZ46	0.8744	2.396e-13	1.53	0.8882	0.2446	91.64	53.22	
D5UA90	A0A2Z2CIT2	0.8743	1.81e-10	0.75	0.2915	0.6963	67.14	92.78	DNMT3B
A0A4U8Z5F9	Q9HCK8	0.8743	1.734e-33	1.48	0.1959	0.6481	53.92	79.27	CHD8
A0A517ZL33	Q16539	0.8742	4.426e-16	2.21	0.6349	0.4054	89.77	74.1	MAPK14
A0A5P3ATL0	B2R7R5	0.8742	2.645e-14	1.71	0.324	0.4936	86.75	79.42	
A0A1L5JQK1	Q59H53	0.8741	1.312e-28	2.11	0.3077	0.7172	61.01	84.36	
A0A2W5C3Y0	Q6PIY7	0.8741	2.232e-19	2.54	0.4661	0.6497	76.7	89.92	TENT2
A0A0K1P5Q4	O15439	0.874	8.017e-14	2.02	0.1504	0.7661	83.04	91.06	ABCC4
A0A123SU34	J3KPD6	0.874	1.209e-16	1.86	0.4509	0.3614	81.22	80.85	HCK
A0A517ZL33	A0A286YFM6	0.874	4.426e-16	2.18	0.6332	0.414	87.68	74.1	MAPK10
A0A1D7QX01	H0YMN5	0.8739	8.327e-40	1.24	0.2623	0.3139	68.64	74.39	INO80
A0A4U8Z5F9	Q5FWF4	0.8739	2.681e-21	2.04	0.3854	0.5545	72.4	79.27	ZRANB3
A0A0K1P5Q4	Q53S60	0.8739	1.193e-12	2.35	0.4217	0.7651	87.82	91.06	ABCB11
Q2SG57	Q12873	0.8739	1.235e-37	1.44	0.2517	0.4838	62.36	76.0	CHD3
A0A250IWT1	Q96J01	0.8738	3.648e-15	1.84	0.7837	0.3772	90.2	53.22	THOC3
A0A250IWT1	H0YNI7	0.8738	4.268e-13	1.63	0.7983	0.3862	92.53	53.22	TLE3
A0A0J8FE08	Q7Z777	0.8738	7.368e-20	2.25	0.6853	0.2797	77.21	83.91	CLPB
R9RJ65	A0A2R8YF43	0.8737	8.642e-14	1.72	0.5634	0.3196	84.25	80.14	CSNK2A1
A0A123SU34	A4D150	0.8737	1.318e-13	1.73	0.5543	0.366	82.5	80.85	LOC402468
R9RJ65	H7C360	0.8737	8.318e-32	1.4	0.2363	0.399	63.79	80.14	MAP4K4
A0A448L463	B4DMF4	0.8736	8.266e-23	1.33	0.2656	0.2854	63.71	86.52	
A0A0J8XNY7	P62191	0.8736	8.131e-14	2.16	0.5584	0.6336	77.83	83.54	PSMC1
A0A850LHY9	Q2NL95	0.8736	1.998e-13	1.57	0.6094	0.2784	83.14	77.82	DDX19B
R9RJ65	O60285	0.8735	5.93e-19	1.4	0.3927	0.391	61.38	80.14	NUAK1
A0A6S4T7H3	Q9Y6X9	0.8735	3.748e-12	1.34	0.2923	0.5916	77.65	85.63	MORC2
A0A418U496	P61221	0.8735	2.494e-17	1.91	0.322	0.3281	86.69	85.49	ABCE1
A0A5Z1RV82	A0A1W2PPQ8	0.8735	5.881e-17	2.26	0.3801	0.5771	86.02	81.97	ABCC6
B7KMS1	B4DLM0	0.8735	3.317e-15	0.91	0.1748	0.3636	63.59	92.0	
A0A517ZL33	A0A286YF85	0.8734	4.426e-16	1.81	0.528	0.4131	78.57	74.1	MAPK10
A0A1E3MBE1	A0A7I2V412	0.8734	3.058e-16	2.36	0.4779	0.5508	80.87	89.27	MACROH2A2
G2LKY9	B4DJ90	0.8734	6.564e-13	0.17	0.1731	0.3123	64.48	93.14	
A9WFD2	Q86UY5	0.8733	1.822e-10	1.38	0.3232	0.8027	72.45	93.36	FAM83A
A0A1L3JMF1	B7Z455	0.8733	3.827e-11	1.46	0.5401	0.4061	88.82	83.64	
A0A2I5KM74	Q8NCB2	0.8733	5.926e-13	1.18	0.5036	0.3874	70.65	80.99	CAMKV
R9RJ65	A0A140VJW0	0.8733	4.706e-19	1.89	0.4694	0.3512	75.76	80.14	STK32C
A0A6J5FPF2	H3BTM8	0.8731	0.0	2.9	0.5479	0.6438	81.27	91.9	PSMD7
A0A250IWT1	B7Z2C8	0.8731	1.486e-16	1.48	0.5297	0.3802	87.9	53.22	
E3FF42	X6RI79	0.873	2.282e-33	2.12	0.4962	0.407	69.77	82.1	SETX
A7HKC6	O94762	0.873	9.083e-11	1.33	0.3705	0.7996	70.05	87.25	RECQL5
R9RJ65	Q5JQZ9	0.873	1.29e-11	1.35	0.6357	0.2583	87.04	80.14	CDK19
A0A6A9GWD9	X2JEV0	0.873	8.974e-24	2.29	0.3245	0.6665	66.27	89.93	RECQL4
A0A1P8U854	A0A2R8Y6K2	0.873	2.241e-20	0.93	0.1724	0.2537	68.4	81.14	SPG7
A0A517ZL33	A0A286YF97	0.8729	4.426e-16	1.78	0.516	0.4145	77.54	74.1	MAPK10
R9RJ65	A0A590UK17	0.8729	7.052e-19	1.67	0.4621	0.3639	66.92	80.14	SBK1
B4RJB3	B4DHJ4	0.8729	2.828e-34	1.77	0.1919	0.5217	68.35	81.73	
Q6AKU3	B4DT15	0.8728	9.448e-32	2.29	0.2526	0.5295	82.45	85.14	
A0A822VZF9	B2R5T1	0.8728	3.489e-14	1.25	0.3433	0.3597	77.06	80.58	
A7HKC6	A5YM55	0.8727	9.083e-11	1.29	0.3711	0.802	68.2	87.25	RECQL5
A0A0K2E484	V9HWH3	0.8726	8.318e-32	1.54	0.2526	0.4429	63.14	79.77	HEL-S-31
A0A7I7SNA8	O95744	0.8726	1.305e-15	1.29	0.5022	0.3137	57.82	86.49	PMS2P2
A0A0K1P5Q4	Q9UQ60	0.8726	1.193e-12	2.27	0.3743	0.7342	87.57	91.06	TAP2
A0A822VZF9	V9GXZ1	0.8726	2.992e-18	1.2	0.3117	0.3669	62.35	80.58	MAST2
A0A7Z2ZN36	A0A384P5Q5	0.8726	2.665e-13	1.67	0.1508	0.6843	72.54	94.92	
A0A3G9IYS2	P83110	0.8725	2.995e-14	1.52	0.3648	0.3633	84.5	79.01	HTRA3
E3FIT8	B3KYB1	0.8725	6.14e-14	1.9	0.6786	0.3401	82.75	76.92	
A0A5Q2MJC7	F5GYB5	0.8725	6.651e-15	1.73	0.6703	0.1842	80.47	78.68	RAP1B
A0A517ZL33	P15735	0.8725	4.426e-16	2.05	0.5855	0.413	83.26	74.1	PHKG2
A0A3G9IYS2	B3KRN4	0.8724	1.149e-15	1.38	0.3702	0.3642	72.99	79.01	
A0A0Z8M843	H0Y3C5	0.8724	1.209e-16	1.9	0.4476	0.3583	81.12	80.86	HCK
A0A250IWT1	A0A3B3ITV3	0.8724	1.69e-19	1.52	0.4715	0.3812	85.16	53.22	COPA
A0A250IWT1	B4DE62	0.8724	3.253e-15	1.58	0.7018	0.3919	83.18	53.22	
Q2SG57	Q8TDI0	0.8724	1.235e-37	1.47	0.2518	0.4744	61.99	76.0	CHD5
A0A858B7I7	Q9UMR2	0.8723	3.28e-14	1.95	0.5842	0.3705	81.53	82.61	DDX19B
A0A517ZL33	E9PCC0	0.8723	4.426e-16	1.79	0.6139	0.3708	73.45	74.1	STK32B
A0A250IWT1	B4DDG3	0.8722	2.049e-22	2.02	0.6628	0.3765	87.56	53.22	
A0A1L3FFC9	B3KM53	0.8722	8.342e-17	2.0	0.3635	0.4904	76.77	85.24	
A0A1L5JQK1	B4DER6	0.8722	7.1e-16	1.72	0.2286	0.7139	64.07	84.36	
A0A123SU34	B7Z325	0.8722	5.65e-18	1.55	0.4796	0.2887	66.89	80.85	
A0A0H1XY30	Q53EW6	0.8722	9.486e-14	1.85	0.4179	0.414	81.68	89.22	
A0A1Q2CWK5	B4DWT9	0.8722	6.878e-15	2.63	0.477	0.7718	83.91	89.43	
A0A250IWT1	Q53HU7	0.8721	3.854e-17	2.04	0.8197	0.3665	87.21	53.22	
A0A250IWT1	A0A7I2V3U3	0.8721	3.854e-17	2.08	0.8176	0.3649	89.28	53.22	EIF3I
A0A250IWT1	B4DK45	0.8721	1.592e-17	1.7	0.7271	0.3718	78.66	53.22	
A0A250IWT1	Q8TAF3	0.8721	7.365e-17	1.31	0.4124	0.3689	88.9	53.22	WDR48
Q6AKU3	A0A0S2Z5M8	0.8721	9.448e-32	2.28	0.2463	0.5226	81.89	85.14	ELAC2
A0A517ZL33	O14733	0.872	4.838e-20	2.19	0.5943	0.4341	77.27	74.1	MAP2K7
A0A250IWT1	A0JLS5	0.872	6.15e-18	1.3	0.4888	0.37	80.47	53.22	TBL3
A0A3Q8BJG0	G3V547	0.872	1.033e-8	0.95	0.8732	0.2041	93.16	89.17	NEMF
G2LKY9	E5RHG1	0.872	8.935e-10	0.25	0.4795	0.3281	75.56	93.14	RBM12B
A0A0B5ICT0	E5RIA2	0.8719	2.7e-9	1.37	0.4218	0.6767	95.67	86.59	ENPP2
A0A116MDM6	A0A2R8YDP2	0.8719	8.642e-14	1.63	0.5361	0.2969	81.3	80.78	CSNK2A1
A0A517ZL33	Q8TAS1	0.8719	1.851e-11	1.45	0.5739	0.419	89.75	74.1	UHMK1
A0A822VZF9	B7Z3W6	0.8717	3.489e-14	1.25	0.3371	0.3595	76.04	80.58	
A0A345Z4V0	Q9Y6K1	0.8716	1.213e-10	0.72	0.2623	0.5595	72.94	91.59	DNMT3A
A0A250IWT1	B4DIH4	0.8716	6.743e-13	0.71	0.7173	0.221	81.83	53.22	
B7KMS1	B3KWX7	0.8716	3.317e-15	0.96	0.1693	0.3501	63.6	92.0	
A0A2I5KM74	B7Z3V5	0.8716	8.318e-32	1.55	0.2516	0.4455	60.83	80.99	
A0A0K1P5Q4	Q6AI35	0.8716	1.341e-12	1.86	0.1892	0.8207	75.49	91.06	DKFZp686F2450
A0A250IWT1	Q5U0F4	0.8716	3.854e-17	2.07	0.8189	0.3664	87.94	53.22	EIF3S2
A0A850LHY9	Q9HBZ9	0.8716	1.998e-13	1.5	0.582	0.279	79.87	77.82	
Q6AKU3	B3KT00	0.8715	9.448e-32	2.28	0.2532	0.5297	80.17	85.14	
A0A0Z8M843	A0A7P0TB08	0.8715	1.505e-11	1.36	0.6359	0.2518	85.72	80.86	VRK1
A0A250IWT1	A0A7I2YQC8	0.8714	3.854e-17	1.96	0.8059	0.3286	86.47	53.22	EIF3I
A0A822VZF9	D6RJF7	0.8714	2.737e-11	1.01	0.7228	0.2498	73.18	80.58	NEK11
Q6AKU3	G5E9D5	0.8714	9.448e-32	2.27	0.2537	0.5295	79.46	85.14	ELAC2
A0A250IWT1	A0A7P0MRT9	0.8714	3.854e-17	2.03	0.8185	0.3646	86.11	53.22	EIF3I
A0A822VZF9	B2RDF9	0.8713	5.926e-13	1.15	0.5016	0.3858	67.82	80.58	
